Year,Player,Country,Matches,Innings,Not_out,50s,100s,0s,Highest_score,Runs,Strike_rate,Average,Catches,Stumping
1983,"Hogg, V R",Zimbabwe,2,1,1,0,0,0,7,7,36.84,0.0,0,0
1987,"Richards, I V A",West Indies,6,6,0,3,1,0,181,391,107.42,65.17,2,0
1987,"Azharuddin, M",India,7,5,2,2,0,0,64,190,78.84,63.33,2,0
1987,"Marsh, G R",Australia,8,8,1,1,2,0,126,428,68.26,61.14,2,0
1987,"Lamb, A J",England,8,7,2,2,0,0,76,299,98.03,59.8,2,0
1987,"More, K S",India,6,4,3,0,0,1,42,59,120.41,59.0,6,5
1987,"Gooch, G A",England,8,8,0,3,1,0,115,471,70.3,58.88,2,0
1987,"Vengsarkar, D B",India,6,5,2,1,0,1,63,171,88.6,57.0,1,0
1987,"Boon, D C",Australia,8,8,0,5,0,0,93,447,76.67,55.88,2,0
1987,"Waugh, S R",Australia,8,8,5,0,0,0,45,167,97.66,55.67,3,0
1987,"Sidhu, N S",India,7,5,0,4,0,0,75,276,85.98,55.2,3,0
1987,Saleem Malik,Pakistan,7,7,1,2,1,0,100,323,91.24,53.83,1,0
1987,"Athey, C W J",England,6,6,2,2,0,0,86,211,64.92,52.75,4,0
1987,Kapil Dev,India,7,5,2,1,0,0,72,152,126.67,50.67,5,0
1987,"Gatting, M W",England,8,8,1,3,0,0,60,354,95.93,50.57,1,0
1987,"Gavaskar, S M",India,7,7,1,2,1,0,103,300,79.16,50.0,1,0
1987,Ramiz Raja,Pakistan,7,7,0,2,1,0,113,349,63.34,49.86,0,0
1987,Javed Miandad,Pakistan,7,7,1,1,1,0,103,274,73.26,45.67,1,1
1987,"Veletta, M R J",Australia,4,4,1,0,0,1,48,136,112.4,45.33,0,0
1987,"Logie, A L",West Indies,6,6,2,1,0,0,65,181,104.02,45.25,1,0
1987,"Richardson, R B",West Indies,6,6,0,2,1,1,110,271,71.32,45.17,2,0
1987,"Jones, D M",Australia,8,8,1,3,0,0,58,314,77.72,44.86,4,0
1987,"Dias, R L",Sri Lanka,2,2,0,1,0,0,80,85,67.46,42.5,0,0
1987,"Simmons, P V",West Indies,4,4,0,2,0,0,89,170,77.27,42.5,0,0
1987,"Foster, N A",England,7,4,3,0,0,0,20,42,113.51,42.0,1,0
1987,"Rutherford, K R",New Zealand,5,5,0,1,0,0,75,204,73.91,40.8,2,0
1987,Mudassar Nazar,Pakistan,2,1,0,0,0,0,40,40,72.73,40.0,3,0
1987,"Houghton, D L",Zimbabwe,6,6,0,1,1,1,142,226,82.48,37.67,3,2
1987,"Arnott, K J",Zimbabwe,4,3,0,2,0,0,60,112,52.09,37.33,1,0
1987,Saleem Yousuf,Pakistan,7,6,3,1,0,0,56,112,123.08,37.33,9,0
1987,"Crowe, M D",New Zealand,6,6,0,3,0,0,72,222,94.47,37.0,4,0
1987,"Haynes, D L",West Indies,6,6,0,0,1,0,105,219,62.22,36.5,1,0
1987,"Crowe, J J",New Zealand,6,6,1,1,0,0,88,180,84.51,36.0,2,0
1987,"Srikkanth, K",India,7,7,0,2,0,0,75,248,82.94,35.43,2,0
1987,"Pycroft, A J",Zimbabwe,6,6,1,2,0,0,61,174,68.5,34.8,0,0
1987,"Wright, J G",New Zealand,5,5,0,1,0,0,61,173,67.32,34.6,1,0
1987,"Rawson, P W E",Zimbabwe,4,4,2,0,0,0,24,56,80.0,28.0,2,0
1987,"Mendis, L R D",Sri Lanka,6,6,1,1,0,0,58,136,65.07,27.2,0,0
1987,"Gurusinha, A P",Sri Lanka,4,4,0,0,0,0,37,108,48.65,27.0,0,0
1987,"Snedden, M C",New Zealand,6,6,0,1,0,0,64,157,61.09,26.17,0,0
1987,"de Silva, P A",Sri Lanka,6,6,2,0,0,0,42,101,74.81,25.25,2,0
1987,"Waller, A C",Zimbabwe,6,6,1,0,0,0,39,125,59.52,25.0,1,0
1987,Imran Khan,Pakistan,7,6,0,1,0,0,58,147,83.05,24.5,1,0
1987,"Pandit, C S",India,2,1,0,0,0,0,24,24,80.0,24.0,1,0
1987,"Watson, W",New Zealand,6,4,3,0,0,0,12,24,61.54,24.0,1,0
1987,"Jones, A H",New Zealand,4,4,0,1,0,1,64,94,62.67,23.5,1,0
1987,"Border, A R",Australia,8,8,0,1,0,0,67,183,81.33,22.88,1,0
1987,"Broad, B C",England,3,3,0,0,0,0,36,67,44.67,22.33,1,0
1987,"Mahanama, R S",Sri Lanka,6,6,0,1,0,1,89,134,65.69,22.33,2,0
1987,Ijaz Ahmed,Pakistan,7,7,1,1,0,0,59,129,89.58,21.5,1,0
1987,"Madugalle, R S",Sri Lanka,5,4,0,0,0,0,30,85,50.9,21.25,1,0
1987,"Brandes, E A",Zimbabwe,4,3,2,0,0,1,18,21,140.0,21.0,2,0
1987,"Robinson, R T",England,7,7,0,1,0,1,55,142,55.91,20.29,1,0
1987,"De Freitas, P A J",England,8,6,2,0,0,0,23,79,119.7,19.75,0,0
1987,"Butchart, I P",Zimbabwe,6,5,0,1,0,0,54,98,68.06,19.6,2,0
1987,"Emburey, J E",England,8,7,2,0,0,0,30,96,109.09,19.2,3,0
1987,"Boock, S L",New Zealand,4,3,2,0,0,0,12,19,118.75,19.0,2,0
1987,"Meman, M A",Zimbabwe,1,1,0,0,0,0,19,19,86.36,19.0,0,0
1987,"Horne, P A",New Zealand,1,1,0,0,0,0,18,18,51.43,18.0,0,0
1987,Mansoor Akhtar,Pakistan,6,6,0,0,0,0,33,99,49.5,16.5,2,0
1987,"Shastri, R J",India,7,4,0,0,0,0,22,63,67.02,15.75,2,0
1987,"Curran, K M",Zimbabwe,5,5,0,0,0,1,30,75,65.22,15.0,1,0
1987,"Dujon, P J L",West Indies,6,5,1,0,0,0,46,59,55.14,14.75,4,0
1987,Wasim Akram,Pakistan,7,6,0,0,0,1,39,85,106.25,14.17,1,0
1987,"Baptiste, E A E",West Indies,1,1,0,0,0,0,14,14,70.0,14.0,1,0
1987,"Hooper, C L",West Indies,6,5,2,0,0,0,22,42,64.62,14.0,4,0
1987,"Kuruppu, D S B",Sri Lanka,5,5,0,0,0,1,33,69,46.94,13.8,3,1
1987,"Smith, I D S",New Zealand,6,6,1,0,0,1,29,69,130.19,13.8,3,0
1987,"Ratnayake, R J",Sri Lanka,3,3,1,0,0,0,14,27,71.05,13.5,3,0
1987,"Omarshah, A H",Zimbabwe,6,6,0,0,0,2,41,80,38.83,13.33,1,0
1987,"Bracewell, J G",New Zealand,4,4,1,0,0,0,13,39,67.24,13.0,0,0
1987,"Dyer, G C",Australia,8,4,0,0,0,1,27,50,116.28,12.5,9,2
1987,"Jeganathan, S",Sri Lanka,3,3,1,0,0,0,20,24,68.57,12.0,1,0
1987,"Best, C A",West Indies,2,2,0,0,0,0,18,23,51.11,11.5,1,0
1987,"Ratnayeke, J R",Sri Lanka,6,5,0,0,0,0,22,52,46.85,10.4,0,0
1987,"Pringle, D R",England,3,2,0,0,0,0,12,20,54.05,10.0,0,0
1987,"Patel, D N",New Zealand,6,6,0,0,0,1,40,58,73.42,9.67,1,0
1987,Salim Jaffer,Pakistan,5,3,2,0,0,1,8,9,42.86,9.0,0,0
1987,"Walsh, C A",West Indies,6,3,1,0,0,0,9,18,105.88,9.0,1,0
1987,"May, T B A",Australia,6,3,1,0,0,0,15,16,123.08,8.0,1,0
1987,"Prabhakar, M M",India,7,4,1,0,0,0,11,23,35.94,7.67,1,0
1987,"Harper, R A",West Indies,6,6,1,0,0,1,24,37,123.33,7.4,2,0
1987,"Paterson, G A",Zimbabwe,4,4,0,0,0,1,16,24,25.81,6.0,2,0
1987,"Brown, R D",Zimbabwe,3,3,0,0,0,0,13,17,18.48,5.67,3,0
1987,"McDermott, C J",Australia,8,6,0,0,0,0,14,34,94.44,5.67,2,0
1987,"Moody, T M",Australia,3,3,1,0,0,0,8,10,45.45,5.0,1,0
1987,"Chatfield, E J",New Zealand,6,3,2,0,0,1,5,5,71.43,5.0,1,0
1987,"Benjamin, W K M",West Indies,5,4,1,0,0,2,8,15,68.18,5.0,0,0
1987,"Traicos, A J",Zimbabwe,6,3,1,0,0,1,6,10,83.33,5.0,0,0
1987,"Downton, P R",England,8,5,1,0,0,1,9,19,59.38,4.75,8,1
1987,Maninder Singh,India,7,2,1,0,0,0,4,4,0.0,4.0,1,0
1987,"O'Donnell, S P",Australia,7,4,0,0,0,1,7,15,45.45,3.75,4,0
1987,"Small, G C",England,8,3,1,0,0,2,3,3,0.0,1.5,0,0
1987,"Reid, B A",Australia,8,1,0,0,0,0,1,1,0.0,1.0,4,0
1987,Tausif Ahmed,Pakistan,6,2,0,0,0,1,1,1,0.0,0.5,1,0
1987,"Anurasiri, S D",Sri Lanka,6,1,0,0,0,1,0,0,0.0,0.0,2,0
1987,"Binny, R M H",India,1,1,0,0,0,1,0,0,0.0,0.0,0,0
1987,"De Mel, A L F",Sri Lanka,3,2,0,0,0,2,0,0,0.0,0.0,0,0
1987,Shoaib Mohammad,Pakistan,1,1,0,0,0,1,0,0,0.0,0.0,0,0
1987,"Sharma, C",India,4,1,0,0,0,1,0,0,0.0,0.0,0,0
1987,"Taylor, P L",Australia,2,1,1,0,0,0,17,17,130.77,0.0,0,0
1987,"Sivaramakrishnan, L",India,2,0,0,0,0,0,0,0,0.0,0.0,1,0
1987,"Zesers, A K",Australia,2,2,2,0,0,0,8,10,71.43,0.0,1,0
1987,"Morrison, D K",New Zealand,1,0,0,0,0,0,0,0,0.0,0.0,0,0
1987,"Patterson, B P",West Indies,6,2,2,0,0,0,4,4,33.33,0.0,1,0
1987,Abdul Qadir,Pakistan,7,4,4,0,0,0,20,56,130.23,0.0,2,0
1987,"Jarvis, M P",Zimbabwe,5,2,2,0,0,0,8,9,25.0,0.0,1,0
1987,"John, V B",Sri Lanka,6,4,4,0,0,0,8,11,42.31,0.0,1,0
1987,Manzoor Elahi,Pakistan,1,1,1,0,0,0,4,4,66.67,0.0,0,0
1987,"Hemmings, E E",England,6,1,1,0,0,0,4,4,0.0,0.0,2,0
1992,"Kirsten, P N",South Africa,8,8,2,4,0,0,90,410,66.56,68.33,2,0
1992,"McMillan, B M",South Africa,9,5,3,0,0,0,33,125,80.13,62.5,4,0
1992,Javed Miandad,Pakistan,9,9,2,5,0,0,89,437,62.61,62.43,1,0
1992,Ramiz Raja,Pakistan,8,8,2,0,2,0,119,349,64.99,58.17,4,0
1992,"Fairbrother, N H",England,9,7,2,3,0,0,75,285,69.17,57.0,6,0
1992,"Boon, D C",Australia,8,8,1,0,2,0,100,368,68.91,52.57,0,0
1992,"Ranatunga, A",Sri Lanka,8,7,2,2,0,0,88,262,81.37,52.4,1,0
1992,"Lara, B C",West Indies,8,8,1,4,0,1,88,333,81.62,47.57,2,0
1992,"Azharuddin, M",India,8,7,0,4,0,1,93,332,77.93,47.43,1,0
1992,"Tendulkar, S R",India,8,7,1,3,0,0,84,283,84.73,47.17,2,0
1992,"Jones, A H",New Zealand,9,9,2,3,0,0,78,322,61.57,46.0,2,0
1992,"Larsen, G R",New Zealand,9,2,1,0,0,0,37,45,52.33,45.0,5,0
1992,"Wessels, K C",South Africa,9,9,2,3,0,0,85,313,53.5,44.71,7,0
1992,"Greatbatch, M J",New Zealand,7,7,0,3,0,0,73,313,87.92,44.71,4,0
1992,"Rutherford, K R",New Zealand,9,7,2,3,0,0,65,212,68.17,42.4,3,0
1992,"Haynes, D L",West Indies,7,7,1,1,0,0,93,251,56.66,41.83,4,0
1992,"Flower, A",Zimbabwe,8,8,2,0,1,0,115,246,63.9,41.0,6,1
1992,"Shastri, R J",India,2,2,0,1,0,0,57,82,45.81,41.0,1,0
1992,"Reeve, D A",England,9,5,3,0,0,0,25,79,82.29,39.5,5,0
1992,"Jones, D M",Australia,8,8,1,2,0,0,90,276,67.81,39.43,2,0
1992,"Arthurton, K L T",West Indies,8,7,1,2,0,1,58,233,66.38,38.83,1,0
1992,"Simmons, P V",West Indies,4,4,0,0,1,1,110,153,80.1,38.25,1,0
1992,"Stewart, A J",England,10,8,1,2,0,0,77,259,70.96,37.0,8,1
1992,"Hudson, A C",South Africa,8,8,0,3,0,0,79,296,62.85,37.0,0,0
1992,"Samarasekera, M A R",Sri Lanka,6,6,0,1,0,0,75,219,80.22,36.5,0,0
1992,"Waugh, M E",Australia,5,5,1,1,0,0,66,145,100.69,36.25,4,0
1992,"Banerjee, S T",India,2,2,1,0,0,0,25,36,144.0,36.0,2,0
1992,"Mahanama, R S",Sri Lanka,8,7,0,3,0,0,80,246,53.95,35.14,3,0
1992,"Cronje, W J",South Africa,8,6,3,0,0,0,47,102,69.39,34.0,3,0
1992,"Srinath, J",India,8,6,5,0,0,0,11,34,121.43,34.0,0,0
1992,"Hick, G A",England,10,9,1,3,0,1,83,264,79.04,33.0,5,0
1992,Aamir Sohail,Pakistan,10,10,0,2,1,1,114,326,62.33,32.6,3,0
1992,"Smith, R A",England,8,8,2,1,0,1,91,193,57.96,32.17,3,0
1992,"Waller, A C",Zimbabwe,8,8,2,1,0,1,83,192,100.52,32.0,2,0
1992,Imran Khan,Pakistan,8,6,0,1,0,1,72,185,52.56,30.83,1,0
1992,"Marsh, G R",Australia,5,5,0,1,0,0,60,151,41.94,30.2,0,0
1992,"Gooch, G A",England,8,8,0,3,0,1,65,216,51.43,27.0,1,0
1992,"Benjamin, W K M",West Indies,8,6,4,0,0,0,24,54,91.53,27.0,4,0
1992,"Waugh, S R",Australia,8,7,0,1,0,0,55,187,78.24,26.71,2,0
1992,"Omarshah, A H",Zimbabwe,7,7,1,1,0,0,60,160,59.04,26.67,1,0
1992,"Manjrekar, S V",India,6,6,0,0,0,1,47,154,78.97,25.67,3,0
1992,"Moody, T M",Australia,8,8,0,2,0,0,57,202,59.94,25.25,2,0
1992,"de Silva, P A",Sri Lanka,8,7,0,1,0,0,62,175,68.09,25.0,1,0
1992,"Houghton, D L",Zimbabwe,8,7,0,1,0,0,55,165,48.53,23.57,4,0
1992,"Arnott, K J",Zimbabwe,5,5,1,1,0,0,52,94,46.77,23.5,1,0
1992,"Jadeja, A",India,6,5,1,0,0,0,46,93,51.67,23.25,2,0
1992,Kapil Dev,India,8,8,1,0,0,0,42,161,125.78,23.0,0,0
1992,Inzamam-ul-Haq,Pakistan,10,10,0,1,0,1,60,225,93.36,22.5,4,0
1992,"Richardson, D J",South Africa,9,5,2,0,0,1,28,66,66.67,22.0,14,1
1992,"Whitney, M R",Australia,7,3,2,0,0,0,9,22,43.14,22.0,0,0
1992,"Botham, I T",England,10,10,1,1,0,1,53,192,59.26,21.33,4,0
1992,"Lewis, C C",England,9,6,2,0,0,2,33,81,142.11,20.25,4,0
1992,"Hooper, C L",West Indies,8,7,1,1,0,1,63,120,66.67,20.0,4,0
1992,"Butchart, I P",Zimbabwe,5,3,0,0,0,0,33,60,85.71,20.0,0,0
1992,"Lamb, A J",England,4,4,0,0,0,0,31,79,66.95,19.75,1,0
1992,"Latham, R T",New Zealand,7,7,0,1,0,0,60,136,62.39,19.43,3,0
1992,Saleem Malik,Pakistan,10,9,3,1,0,1,51,116,77.33,19.33,3,0
1992,"Labrooy, G F",Sri Lanka,1,1,0,0,0,0,19,19,55.88,19.0,0,0
1992,"Richardson, R B",West Indies,8,8,1,1,0,0,56,132,49.81,18.86,3,0
1992,"Rhodes, J N",South Africa,9,8,1,0,0,0,43,132,90.41,18.86,4,0
1992,"Wright, J G",New Zealand,4,4,0,1,0,1,57,71,56.35,17.75,1,0
1992,"Traicos, A J",Zimbabwe,8,5,3,0,0,0,16,35,43.21,17.5,0,0
1992,"Kalpage, R S",Sri Lanka,7,6,2,0,0,0,14,67,60.36,16.75,3,0
1992,"Srikkanth, K",India,8,8,1,0,0,3,40,117,55.45,16.71,4,0
1992,"Rushmere, M W",South Africa,3,3,0,0,0,0,35,49,47.57,16.33,1,0
1992,"Kuiper, A P",South Africa,9,8,1,0,0,0,36,113,71.52,16.14,3,0
1992,"Smith, I D S",New Zealand,9,5,1,0,0,0,19,61,138.64,15.25,5,0
1992,"Jayasuriya, S T",Sri Lanka,6,5,0,0,0,0,32,74,90.24,14.8,4,0
1992,Moin Khan,Pakistan,10,5,2,0,0,0,20,44,88.0,14.67,11,3
1992,"Logie, A L",West Indies,8,7,0,1,0,1,61,101,75.94,14.43,3,0
1992,"Brandes, E A",Zimbabwe,8,6,1,0,0,0,23,71,71.0,14.2,2,0
1992,"Jarvis, M P",Zimbabwe,5,3,1,0,0,0,17,28,90.32,14.0,0,0
1992,"Illingworth, R K",England,6,3,1,0,0,0,14,27,81.82,13.5,3,0
1992,"Amre, P K",India,4,3,1,0,0,0,22,27,67.5,13.5,0,0
1992,"Tillakaratne, H P",Sri Lanka,8,7,1,0,0,0,25,80,44.44,13.33,6,1
1992,"Williams, D",West Indies,8,6,2,0,0,1,32,52,74.29,13.0,11,3
1992,Wasim Haider,Pakistan,3,2,0,0,0,0,13,26,37.14,13.0,0,0
1992,"Healy, I A",Australia,7,6,2,0,0,1,16,51,75.0,12.75,9,0
1992,"Patel, D N",New Zealand,9,3,1,0,0,0,10,25,67.57,12.5,2,0
1992,"Snell, R P",South Africa,9,4,2,0,0,0,11,24,120.0,12.0,1,0
1992,"Morrison, D K",New Zealand,5,1,0,0,0,0,12,12,26.67,12.0,1,0
1992,"James, W R",Zimbabwe,4,3,0,0,0,0,17,35,44.3,11.67,1,0
1992,"Henry, O",South Africa,1,1,0,0,0,0,11,11,84.62,11.0,0,0
1992,"Cummins, A C",Canada,6,2,1,0,0,0,6,11,32.35,11.0,0,0
1992,"Ambrose, C E L",West Indies,7,4,1,0,0,0,15,33,78.57,11.0,1,0
1992,"Anurasiri, S D",Sri Lanka,5,4,2,0,0,0,11,21,58.33,10.5,1,0
1992,"Gurusinha, A P",Sri Lanka,8,7,0,0,0,1,37,73,45.91,10.43,2,0
1992,Wasim Akram,Pakistan,10,8,2,0,0,1,33,62,98.41,10.33,1,0
1992,"More, K S",India,8,6,2,0,0,0,15,41,110.81,10.25,6,1
1992,"Pringle, D R",England,8,5,2,0,0,0,18,30,78.95,10.0,2,0
1992,Mushtaq Ahmed,Pakistan,9,4,1,0,0,0,17,27,49.09,9.0,2,0
1992,"Harris, C Z",New Zealand,9,6,1,0,0,0,14,44,56.41,8.8,4,0
1992,"Hathurusingha, U C",Sri Lanka,4,3,0,0,0,0,16,26,41.27,8.67,1,0
1992,"Border, A R",Australia,8,7,0,0,0,1,22,60,70.59,8.57,5,0
1992,"Burmester, M G",Zimbabwe,4,3,1,0,0,0,12,17,40.48,8.5,1,0
1992,"Pycroft, A J",Zimbabwe,8,7,1,0,0,2,19,50,38.17,8.33,3,0
1992,"Kambli, V G",India,5,4,0,0,0,0,24,29,50.88,7.25,0,0
1992,"Duers, K G",Zimbabwe,6,2,1,0,0,0,5,7,35.0,7.0,2,0
1992,"Taylor, M A",Australia,2,2,0,0,0,1,13,13,44.83,6.5,0,0
1992,Zahid Fazal,Pakistan,2,2,0,0,0,0,11,13,23.64,6.5,1,0
1992,"Ramanayake, C P H",Sri Lanka,8,6,2,0,0,0,12,25,38.46,6.25,4,0
1992,"Small, G C",England,5,1,0,0,0,0,5,5,27.78,5.0,0,0
1992,Ijaz Ahmed,Pakistan,7,4,1,0,0,2,8,14,53.85,4.67,4,0
1992,"Reid, B A",Australia,6,4,2,0,0,0,5,9,25.71,4.5,0,0
1992,"Campbell, A D R",Zimbabwe,4,3,0,0,0,0,8,13,27.66,4.33,1,0
1992,"Taylor, P L",Australia,7,6,2,0,0,1,10,17,80.95,4.25,1,0
1992,"De Freitas, P A J",England,10,5,1,0,0,1,10,16,50.0,4.0,5,0
1992,"Marshall, M D",West Indies,5,4,0,0,0,0,6,16,38.1,4.0,0,0
1992,"Prabhakar, M M",India,8,4,1,0,0,1,8,11,78.57,3.67,1,0
1992,"Donald, A A",South Africa,9,1,0,0,0,0,3,3,0.0,3.0,1,0
1992,"Harper, R A",West Indies,2,1,0,0,0,0,3,3,21.43,3.0,1,0
1992,"McDermott, C J",Australia,8,5,0,0,0,2,6,9,40.91,1.8,2,0
1992,"Raju, S L V",India,7,2,0,0,0,1,1,1,0.0,0.5,1,0
1992,"Pringle, M W",South Africa,7,1,1,0,0,0,5,5,0.0,0.0,1,0
1992,"Tufnell, P C R",England,4,2,2,0,0,0,3,3,60.0,0.0,0,0
1992,"Watson, W",New Zealand,8,1,1,0,0,0,5,5,38.46,0.0,1,0
1992,Iqbal Sikander,Pakistan,4,1,1,0,0,0,1,1,0.0,0.0,0,0
1992,"Wickramasinghe, G P",Sri Lanka,8,3,3,0,0,0,21,30,73.17,0.0,2,0
1992,"Wijegunawardene, K I W",Sri Lanka,3,0,0,0,0,0,0,0,0.0,0.0,0,0
1992,"Patterson, B P",West Indies,1,0,0,0,0,0,0,0,0.0,0.0,1,0
1992,Aaqib Javed,Pakistan,10,2,2,0,0,0,1,2,6.06,0.0,2,0
1992,"Hughes, M G",Australia,1,1,1,0,0,0,0,0,0.0,0.0,0,0
1992,"Cairns, C L",New Zealand,5,3,3,0,0,0,16,21,116.67,0.0,5,0
1992,"Bosch, T",South Africa,1,0,0,0,0,0,0,0,0.0,0.0,0,0
1996,"de Silva, P A",Sri Lanka,6,6,1,2,2,0,145,448,107.69,89.6,4,0
1996,"Tendulkar, S R",India,7,7,1,3,2,0,137,523,85.88,87.17,2,0
1996,Saeed Anwar,Pakistan,6,6,2,3,0,0,83,329,95.92,82.25,0,0
1996,"Waugh, M E",Australia,7,7,1,1,3,1,130,484,85.97,80.67,1,0
1996,"Kirsten, G",South Africa,6,6,1,1,1,0,188,391,90.09,78.2,2,0
1996,"Hudson, A C",South Africa,4,4,0,1,1,0,161,275,101.48,68.75,2,0
1996,Saleem Malik,Pakistan,6,3,1,1,0,0,55,133,81.6,66.5,1,0
1996,"Tillakaratne, H P",Sri Lanka,6,5,3,1,0,1,70,128,61.54,64.0,0,0
1996,"Cullinan, D J",South Africa,6,6,2,2,0,0,69,255,83.61,63.75,3,0
1996,"Germon, L K",New Zealand,6,6,3,1,0,0,89,191,84.89,63.67,2,1
1996,"Thorpe, G P",England,6,6,2,2,0,0,89,254,76.28,63.5,5,0
1996,"Richardson, R B",West Indies,6,6,2,1,0,0,93,236,63.61,59.0,1,0
1996,"Cronje, W J",South Africa,6,6,1,2,0,0,78,276,87.34,55.2,3,0
1996,"Lara, B C",West Indies,6,6,1,1,1,0,111,269,105.08,53.8,2,0
1996,"Hick, G A",England,5,5,1,1,1,0,104,212,74.39,53.0,1,0
1996,"Strang, P A",Zimbabwe,6,4,3,0,0,0,22,52,65.82,52.0,1,0
1996,"Gurusinha, A P",Sri Lanka,6,6,0,3,0,0,87,307,75.25,51.17,1,0
1996,"Law, S G",Australia,7,6,2,1,0,0,72,204,85.71,51.0,0,0
1996,"Smith, R A",England,2,2,0,1,0,0,75,100,75.19,50.0,1,0
1996,Inzamam-ul-Haq,Pakistan,6,5,2,1,0,0,53,145,86.83,48.33,0,0
1996,Aamir Sohail,Pakistan,6,6,0,2,1,0,111,272,81.93,45.33,1,0
1996,"Waugh, S R",Australia,7,7,2,3,0,0,82,226,79.3,45.2,3,0
1996,"De Freitas, P A J",England,4,2,0,1,0,0,67,89,101.14,44.5,0,0
1996,"Kambli, V G",India,7,7,3,0,1,1,106,176,77.53,44.0,1,0
1996,"Dukanwala, S F",United Arab Emirates,5,4,2,0,0,0,40,84,60.43,42.0,2,0
1996,"van Noortwijk, K J",Netherlands,5,5,1,1,0,0,64,168,62.69,42.0,0,0
1996,Ijaz Ahmed,Pakistan,6,6,1,2,0,1,70,197,74.06,39.4,2,0
1996,"Tikolo, S O",Kenya,6,5,0,2,0,1,96,196,80.99,39.2,3,0
1996,"Harris, C Z",New Zealand,4,4,0,0,1,0,130,156,90.17,39.0,1,0
1996,"Jayasuriya, S T",Sri Lanka,6,6,0,2,0,0,82,221,131.55,36.83,5,0
1996,"Sidhu, N S",India,5,5,0,2,0,0,93,178,69.8,35.6,0,0
1996,Mohammad Ishaq,United Arab Emirates,3,3,1,1,0,0,51,71,84.52,35.5,1,0
1996,"Chanderpaul, S",West Indies,6,6,0,2,0,0,80,211,59.6,35.17,1,0
1996,"Smith, N M K",England,3,3,1,0,0,0,31,69,78.41,34.5,1,0
1996,Saleem Raza,United Arab Emirates,4,4,0,1,0,0,84,137,100.74,34.25,0,0
1996,"Thomson, S A",New Zealand,5,5,2,0,0,0,31,101,68.71,33.67,3,0
1996,"Gough, D",England,6,4,2,0,0,0,26,66,94.29,33.0,1,0
1996,"Ponting, R T",Australia,7,7,0,0,1,1,102,229,70.03,32.71,1,0
1996,"Fleming, S P",New Zealand,6,6,0,1,0,0,66,193,69.68,32.17,3,0
1996,"Cantrell, P E",Netherlands,5,5,0,0,0,0,47,160,52.12,32.0,0,0
1996,"Spearman, C M",New Zealand,6,6,0,2,0,0,78,191,100.0,31.83,1,0
1996,"Kallis, J H",South Africa,5,4,2,0,0,0,26,63,64.95,31.5,1,0
1996,"Bevan, M G",Australia,7,5,1,1,0,0,69,125,69.83,31.25,3,0
1996,"Evans, C N",Zimbabwe,6,5,2,0,0,0,39,92,82.14,30.67,0,0
1996,"Aponso, G J A",Netherlands,5,4,0,1,0,0,58,120,48.58,30.0,0,0
1996,"Flower, G W",Zimbabwe,6,6,1,0,0,0,45,150,50.68,30.0,3,0
1996,"Samarasekera, J A",United Arab Emirates,5,4,1,0,0,0,47,90,68.18,30.0,0,0
1996,"Otieno, K O",Kenya,6,5,0,1,0,0,85,147,52.69,29.4,1,0
1996,"Fairbrother, N H",England,5,5,2,0,0,0,36,88,65.19,29.33,2,0
1996,"Twose, R G",New Zealand,6,6,0,1,0,0,92,175,73.84,29.17,1,0
1996,"Jadeja, A",India,7,6,1,1,0,1,53,144,85.71,28.8,2,0
1996,"Parore, A C",New Zealand,5,5,0,1,0,0,55,144,85.71,28.8,1,0
1996,"Azharuddin, M",India,7,6,1,1,0,1,72,143,73.71,28.6,3,0
1996,"Manjrekar, S V",India,5,5,0,1,0,0,62,141,57.32,28.2,2,0
1996,"Taylor, M A",Australia,7,7,0,2,0,0,74,193,64.55,27.57,1,0
1996,"Reiffel, P R",Australia,5,4,3,0,0,0,13,27,72.97,27.0,3,0
1996,Javed Miandad,Pakistan,5,3,1,0,0,0,38,54,51.92,27.0,3,0
1996,"Waller, A C",Zimbabwe,6,6,0,1,0,0,67,162,61.6,27.0,0,0
1996,"Lefebvre, R P",Netherlands,4,4,1,0,0,0,45,78,69.64,26.0,1,0
1996,"Cairns, C L",New Zealand,6,6,0,1,0,0,52,139,92.67,23.17,5,0
1996,"Vaas, W P U J C",Sri Lanka,6,1,0,0,0,0,23,23,143.75,23.0,0,0
1996,"Mongia, N R",India,7,6,3,0,0,0,27,69,75.0,23.0,4,3
1996,"Onyango, L N",Kenya,1,1,0,0,0,0,23,23,127.78,23.0,1,0
1996,"Zuiderent, B",Netherlands,5,5,1,1,0,0,54,91,56.88,22.75,4,0
1996,"Odumbe, M O",Kenya,6,5,0,1,0,1,50,112,54.37,22.4,1,0
1996,Arshad Laeeq,United Arab Emirates,4,4,1,0,0,1,43,66,47.14,22.0,0,0
1996,"Chudasama, D N",Kenya,6,5,0,0,0,0,34,103,66.88,20.6,1,0
1996,"Adams, J C",West Indies,4,4,2,0,0,0,17,41,47.13,20.5,6,1
1996,"Streak, H H",Zimbabwe,6,5,1,0,0,0,30,80,57.97,20.0,1,0
1996,"Atherton, M A",England,6,6,0,1,0,1,66,119,68.0,19.83,0,0
1996,Mazhar Hussain,United Arab Emirates,5,5,0,0,0,0,33,99,52.38,19.8,1,0
1996,"Rhodes, J N",South Africa,4,3,0,0,0,0,37,59,85.51,19.67,1,0
1996,"Reeve, D A",England,2,2,0,0,0,0,35,38,97.44,19.0,0,0
