Year,Player,Country,Matches,Innings,Not_out,50s,100s,0s,Highest_score,Runs,Strike_rate,Average,Catches,Stumping
1996,"Campbell, A D R",Zimbabwe,6,6,0,1,0,2,75,114,56.44,19.0,5,0
1996,"Gouka, E",Netherlands,3,2,1,0,0,0,19,19,52.78,19.0,0,0
1996,"Pollock, S M",South Africa,6,3,1,0,0,0,20,38,79.17,19.0,2,0
1996,"Astle, N J",New Zealand,6,6,0,0,1,1,101,111,66.87,18.5,2,0
1996,"de Leede, T B M",Netherlands,5,5,0,0,0,1,41,90,65.22,18.0,0,0
1996,"Stewart, A J",England,5,5,0,0,0,0,34,86,42.36,17.2,0,0
1996,"Modi, H S",Kenya,6,5,0,0,0,0,41,82,43.39,16.4,3,0
1996,"Schewe, M M C",Netherlands,5,4,1,0,0,0,20,49,72.06,16.33,2,1
1996,"Browne, C O",West Indies,5,4,0,0,0,0,26,64,64.65,16.0,3,2
1996,"Harper, R A",West Indies,6,6,1,0,0,0,23,78,70.27,15.6,3,0
1996,"Palframan, S J",South Africa,6,3,0,0,0,0,28,45,70.31,15.0,8,0
1996,"Mehra, V",United Arab Emirates,4,4,1,0,0,0,29,44,39.29,14.67,1,0
1996,"Campbell, S L",West Indies,4,4,0,0,0,0,47,57,47.9,14.25,0,0
1996,"Patel, D N",New Zealand,2,2,1,0,0,0,11,14,100.0,14.0,0,0
1996,"Whittall, G J",Zimbabwe,6,6,0,0,0,0,35,83,33.74,13.83,0,0
1996,"Kumble, A",India,7,3,1,0,0,0,17,27,96.43,13.5,8,0
1996,"Odumbe, E O",Kenya,6,5,1,0,0,0,20,54,41.54,13.5,3,0
1996,Rashid Latif,Pakistan,6,2,0,0,0,1,26,26,100.0,13.0,7,2
1996,"Nash, D J",New Zealand,4,2,1,0,0,0,8,13,54.17,13.0,0,0
1996,"White, C",England,2,1,0,0,0,0,13,13,108.33,13.0,0,0
1996,"Symcox, P L",South Africa,4,2,0,0,0,0,24,25,104.17,12.5,0,0
1996,"Srinath, J",India,7,3,1,0,0,0,12,25,113.64,12.5,3,0
1996,"Kaluwitharana, R S",Sri Lanka,6,6,0,0,0,2,33,73,140.38,12.17,2,3
1996,"De Villiers, P S",South Africa,1,1,0,0,0,0,12,12,109.09,12.0,0,0
1996,"Cork, D G",England,5,3,0,0,0,1,19,36,78.26,12.0,2,0
1996,"Mylvaganam, G",United Arab Emirates,3,3,0,0,0,1,23,36,39.13,12.0,1,0
1996,"Healy, I A",Australia,7,5,0,0,0,0,31,59,105.36,11.8,9,3
1996,"Bishop, I R",West Indies,6,4,1,0,0,0,17,35,36.84,11.67,1,0
1996,Azhar Saeed,United Arab Emirates,5,5,0,0,0,0,32,58,33.14,11.6,2,0
1996,"Warne, S K",Australia,7,5,2,0,0,1,24,32,114.29,10.67,1,0
1996,"Odoyo, T M",Kenya,5,4,0,0,0,1,24,42,49.41,10.5,0,0
1996,"Flower, A",Zimbabwe,6,6,1,0,0,0,28,51,60.0,10.2,0,1
1996,"Clarke, N E",Netherlands,5,5,0,0,0,2,32,50,44.64,10.0,3,0
1996,"Adams, P R",South Africa,2,1,0,0,0,0,10,10,71.43,10.0,0,0
1996,Mohammad Aslam,United Arab Emirates,4,4,0,0,0,0,23,38,52.05,9.5,0,0
1996,"Davies, S G",Zimbabwe,1,1,0,0,0,0,9,9,25.71,9.0,0,0
1996,"Dharmasena, H D P K",Sri Lanka,6,1,0,0,0,0,9,9,45.0,9.0,1,0
1996,"Lee, S",Australia,2,1,0,0,0,0,9,9,90.0,9.0,1,0
1996,"Suji, M A",Kenya,6,4,2,0,0,1,15,18,51.43,9.0,3,0
1996,"Karim, A Y A",Kenya,6,3,1,0,0,1,11,17,43.59,8.5,0,0
1996,"Iqbal, T",Kenya,3,2,0,0,0,0,16,17,32.69,8.5,2,0
1996,"Lubbers, S W",Netherlands,4,4,1,0,0,0,9,24,64.86,8.0,1,0
1996,"Lock, A C I",Zimbabwe,6,3,2,0,0,0,5,8,40.0,8.0,0,0
1996,"Brandes, E A",Zimbabwe,2,1,0,0,0,0,7,7,53.85,7.0,0,0
1996,"Russell, R C",England,6,4,0,0,0,0,12,27,41.54,6.75,7,1
1996,"McMillan, B M",South Africa,6,4,1,0,0,0,11,20,52.63,6.67,4,0
1996,"Walsh, C A",West Indies,6,3,1,0,0,1,9,13,65.0,6.5,2,0
1996,"Peall, S G",Zimbabwe,5,2,0,0,0,1,9,9,50.0,4.5,1,0
1996,"Ambrose, C E L",West Indies,6,4,1,0,0,0,8,13,41.94,4.33,0,0
1996,Imtiaz Abbasi,United Arab Emirates,5,4,3,0,0,0,2,4,18.18,4.0,2,2
1996,Sultan Zarawani,United Arab Emirates,5,4,0,0,0,1,13,16,44.44,4.0,1,0
1996,"Prabhakar, M M",India,4,3,0,0,0,0,7,11,20.37,3.67,2,0
1996,"Gibson, O D",West Indies,3,2,0,0,0,0,6,7,100.0,3.5,1,0
1996,"Martin, P J",England,5,4,2,0,0,0,3,6,40.0,3.0,0,0
1996,"Holder, R I C",West Indies,2,2,0,0,0,1,5,5,41.67,2.5,0,0
1996,"Kennedy, R J",New Zealand,3,1,0,0,0,0,2,2,66.67,2.0,1,0
1996,"Strang, B C",Zimbabwe,4,2,0,0,0,1,3,3,20.0,1.5,2,0
1996,"Cuffy, C E",West Indies,1,1,0,0,0,0,1,1,12.5,1.0,1,0
1996,"Larsen, G R",New Zealand,2,1,0,0,0,0,1,1,14.29,1.0,1,0
1996,"Arthurton, K L T",West Indies,5,5,0,0,0,3,1,2,9.52,0.4,1,0
1996,Mushtaq Ahmed,Pakistan,6,1,0,0,0,1,0,0,0.0,0.0,3,0
1996,Ata-Ur-Rehman,Pakistan,1,1,0,0,0,1,0,0,0.0,0.0,0,0
1996,"Kapoor, A R",India,2,1,0,0,0,1,0,0,0.0,0.0,0,0
1996,"Fleming, D W",Australia,6,1,0,0,0,1,0,0,0.0,0.0,2,0
1996,"Prasad, B K V",India,7,2,1,0,0,1,0,0,0.0,0.0,1,0
1996,"Jansen, F",Netherlands,2,0,0,0,0,0,0,0,0.0,0.0,1,0
1996,"Ali, R W",Kenya,6,2,2,0,0,0,6,6,31.58,0.0,1,0
1996,"Bakker, P",Netherlands,5,1,1,0,0,0,1,1,0.0,0.0,0,0
1996,"Pushpakumara, K R",Sri Lanka,2,0,0,0,0,0,0,0,0.0,0.0,0,0
1996,Saqlain Mushtaq,Pakistan,1,0,0,0,0,0,0,0,0.0,0.0,1,0
1996,"Wickramasinghe, G P",Sri Lanka,4,1,1,0,0,0,4,4,44.44,0.0,0,0
1996,Waqar Younis,Pakistan,6,1,1,0,0,0,4,4,19.05,0.0,2,0
1996,Ramiz Raja,Pakistan,1,1,1,0,0,0,2,2,100.0,0.0,0,0
1996,"Raju, S L V",India,4,1,1,0,0,0,3,3,75.0,0.0,1,0
1996,"Morrison, D K",New Zealand,5,3,3,0,0,0,10,15,-0.03,0.0,1,0
1996,"Muralitharan, M",Sri Lanka,6,1,1,0,0,0,5,5,0.0,0.0,2,0
1996,"Mahanama, R S",Sri Lanka,6,3,3,1,0,0,58,80,57.55,0.0,0,0
1996,"Matthews, C R",South Africa,6,2,2,0,0,0,9,17,68.0,0.0,1,0
1996,"McDermott, C J",Australia,1,0,0,0,0,0,0,0,0.0,0.0,0,0
1996,"McGrath, G D",Australia,7,1,1,0,0,0,0,0,0.0,0.0,1,0
1996,Wasim Akram,Pakistan,5,2,2,0,0,0,32,60,117.65,0.0,1,0
1996,"Ankola, S A",India,1,0,0,0,0,0,0,0,0.0,0.0,0,0
1996,"Donald, A A",South Africa,4,0,0,0,0,0,0,0,0.0,0.0,0,0
1996,Aaqib Javed,Pakistan,5,1,1,0,0,0,6,6,60.0,0.0,0,0
1996,"Illingworth, R K",England,4,2,2,0,0,0,3,4,80.0,0.0,0,0
1996,"Tikolo, L O",Kenya,3,2,2,0,0,0,25,36,48.0,0.0,2,0
1996,Saeed-Al-Saffar,United Arab Emirates,1,0,0,0,0,0,0,0,0.0,0.0,1,0
1996,"Van Oosterom, R F",Netherlands,2,2,2,0,0,0,5,7,36.84,0.0,1,0
1996,Shehzad Altaf,United Arab Emirates,2,0,0,0,0,0,0,0,0.0,0.0,0,0
1999,"Moody, T M",Australia,7,5,4,1,0,1,56,117,130.0,117.0,2,0
1999,"Jacobs, R D",West Indies,5,4,2,2,0,0,80,205,50.25,102.5,14,0
1999,"Waugh, S R",Australia,10,8,3,2,1,0,120,398,77.73,79.6,6,0
1999,"Twose, R G",New Zealand,9,9,5,3,0,1,80,318,74.65,79.5,4,0
1999,Minhajul Abedin,Bangladesh,4,4,2,2,0,0,68,140,56.22,70.0,0,0
1999,"Chanderpaul, S",West Indies,5,4,2,1,0,0,77,134,73.22,67.0,2,0
1999,"Dravid, R",India,8,8,1,3,2,0,145,461,85.53,65.86,2,0
1999,"Hussain, N",England,5,5,2,2,0,0,88,194,58.79,64.67,2,0
1999,"Hamilton, G M",Scotland,5,5,1,2,0,0,76,217,68.67,54.25,1,0
1999,"Ganguly, S C",India,7,7,0,1,1,0,183,379,81.16,54.14,0,0
1999,Mohammad Yousuf,Pakistan,4,4,1,1,0,0,81,161,74.88,53.67,2,0
1999,"Hick, G A",England,5,5,2,2,0,1,73,159,66.53,53.0,6,0
1999,"Bevan, M G",Australia,10,8,3,2,0,0,65,264,67.52,52.8,2,0
1999,"Johnson, N C",Zimbabwe,8,8,1,3,1,0,132,367,73.99,52.43,1,0
1999,"Kallis, J H",South Africa,8,8,2,4,0,2,96,312,66.38,52.0,1,0
1999,"Jadeja, A",India,8,7,1,1,1,0,100,285,75.2,47.5,1,0
1999,"Vadher, A V",Kenya,5,5,2,2,0,0,73,141,57.79,47.0,0,0
1999,"Tendulkar, S R",India,7,7,1,0,1,1,140,253,90.04,42.17,2,0
1999,"Thorpe, G P",England,5,4,1,1,0,0,62,125,69.06,41.67,6,0
1999,"Waugh, M E",Australia,10,10,1,2,1,1,104,375,76.22,41.67,6,0
1999,Saeed Anwar,Pakistan,10,10,1,0,2,0,113,368,72.02,40.89,3,0
1999,"Ponting, R T",Australia,10,10,1,1,0,0,69,354,66.54,39.33,6,0
1999,"Odoyo, T M",Kenya,5,5,2,0,0,1,39,117,100.0,39.0,0,0
1999,"Harris, C Z",New Zealand,9,4,1,0,0,0,42,115,56.1,38.33,2,0
1999,"Gibbs, H H",South Africa,9,9,0,2,1,1,101,341,73.02,37.89,2,0
1999,"Cairns, C L",New Zealand,9,8,3,1,0,1,60,182,74.9,36.4,2,0
1999,Moin Khan,Pakistan,10,9,2,1,0,0,63,242,110.5,34.57,12,4
1999,"Tikolo, S O",Kenya,5,5,0,2,0,0,71,167,66.53,33.4,1,0
1999,Inzamam-ul-Haq,Pakistan,10,9,1,2,0,1,81,254,62.1,31.75,6,0
1999,"Singh, R R",India,6,6,1,1,0,1,75,157,80.51,31.4,2,0
1999,"Shah, R D",Kenya,5,5,0,1,0,0,50,154,60.16,30.8,2,0
1999,Wajahatullah Wasti,Pakistan,5,5,0,1,0,0,84,151,56.77,30.2,0,0
1999,"Larsen, G R",New Zealand,8,3,2,0,0,0,14,30,85.71,30.0,1,0
1999,"Vaas, W P U J C",Sri Lanka,5,5,3,0,0,0,29,60,75.0,30.0,1,0
1999,"Ramesh, S",India,5,5,0,1,0,0,55,144,65.75,28.8,1,0
1999,"Fairbrother, N H",England,5,3,1,0,0,0,29,57,44.19,28.5,0,0
1999,"Atapattu, M S",Sri Lanka,5,5,0,2,0,0,54,139,67.8,27.8,1,0
1999,"Streak, H H",Zimbabwe,8,7,4,0,0,0,18,82,58.57,27.33,2,0
1999,"Mahanama, R S",Sri Lanka,5,5,0,0,0,0,36,136,53.33,27.2,1,0
1999,"Cullinan, D J",South Africa,9,9,1,1,0,1,50,216,55.24,27.0,8,0
1999,"Azharuddin, M",India,8,7,1,1,0,0,59,161,78.16,26.83,5,0
1999,"Rhodes, J N",South Africa,9,8,2,0,0,1,43,161,88.46,26.83,2,0
1999,"Ranatunga, A",Sri Lanka,5,5,0,1,0,0,50,134,70.16,26.8,1,0
1999,"Flower, A",Zimbabwe,8,8,1,1,0,2,68,186,70.19,26.57,5,1
1999,"Lara, B C",West Indies,5,5,1,0,0,0,36,106,88.33,26.5,5,0
1999,"Adams, J C",West Indies,5,4,1,1,0,1,53,79,50.32,26.33,1,0
1999,"Fleming, S P",New Zealand,9,9,1,1,0,1,69,208,61.54,26.0,3,0
1999,"Odumbe, M O",Kenya,5,5,0,1,0,0,82,129,62.02,25.8,0,0
1999,"Jayawardene, D P M D",Sri Lanka,4,4,0,0,0,0,45,102,96.23,25.5,0,0
1999,"Kirsten, G",South Africa,9,9,0,1,0,1,82,229,54.92,25.44,5,0
1999,"Goodwin, M W",Zimbabwe,8,8,0,1,0,0,57,201,63.81,25.13,4,0
1999,"Stewart, A J",England,5,5,0,1,0,1,88,125,58.69,25.0,7,0
1999,"Horne, M J",New Zealand,8,8,0,1,0,0,74,199,56.21,24.88,1,0
1999,Mehrab Hossain,Bangladesh,5,5,0,1,0,0,64,120,44.44,24.0,2,0
1999,"Flower, G W",Zimbabwe,8,8,0,0,0,0,45,185,49.47,23.13,2,0
1999,Naimuir Rahman,Bangladesh,5,5,0,0,0,0,45,114,55.34,22.8,1,0
1999,"Lehmann, D S",Australia,9,8,2,1,0,1,76,136,79.07,22.67,0,0
1999,"Kaluwitharana, R S",Sri Lanka,5,5,1,1,0,0,57,90,71.43,22.5,6,1
1999,"Gilchrist, A C",Australia,10,10,0,2,0,1,63,224,78.87,22.4,12,2
1999,Ijaz Ahmed,Pakistan,9,9,1,1,0,2,51,176,62.63,22.0,4,0
1999,Abdul Razzaq,Pakistan,9,8,0,1,0,1,60,170,43.37,21.25,1,0
1999,Wasim Akram,Pakistan,10,9,2,0,0,1,43,148,92.5,21.14,5,0
1999,"Brandes, E A",Zimbabwe,2,2,1,0,0,0,19,21,61.76,21.0,1,0
1999,"Campbell, A D R",Zimbabwe,8,8,1,0,0,1,40,147,58.1,21.0,4,0
1999,"Davies, A G",Scotland,5,5,1,0,0,1,32,83,53.9,20.75,2,1
1999,Enamul Haque,Bangladesh,4,4,1,0,0,0,19,59,57.84,19.67,0,0
1999,"Otieno, K O",Kenya,5,5,0,1,0,2,56,98,57.99,19.6,2,0
1999,"Nash, D J",New Zealand,9,4,2,0,0,0,21,37,50.0,18.5,3,0
1999,"Fraser, A R C",England,3,2,1,0,0,0,15,18,51.43,18.0,3,0
1999,"Pollock, S M",South Africa,9,6,0,1,0,1,52,107,69.48,17.83,4,0
1999,"McMillan, C D",New Zealand,9,9,0,0,0,0,32,153,51.0,17.0,3,0
1999,Azhar Mahmood,Pakistan,10,8,1,0,0,0,37,116,67.44,16.57,1,0
1999,"Jayasuriya, S T",Sri Lanka,5,5,0,0,0,0,39,82,58.57,16.4,1,0
1999,"Boucher, M V",South Africa,9,8,3,0,0,0,34,79,62.2,15.8,11,0
1999,"Parore, A C",New Zealand,9,6,2,0,0,2,26,62,83.78,15.5,6,0
1999,"Carlisle, S V",Zimbabwe,6,5,1,0,0,0,27,62,58.49,15.5,0,0
1999,"Karim, A Y A",Kenya,5,5,1,0,0,0,22,62,57.94,15.5,1,0
1999,"Mongia, N R",India,7,6,3,0,0,0,28,46,92.0,15.33,8,1
1999,"Whittall, G J",Zimbabwe,8,8,1,0,0,1,28,104,57.78,14.86,1,0
1999,"de Silva, P A",Sri Lanka,5,5,0,1,0,1,56,73,59.84,14.6,1,0
1999,"Martyn, D R",Australia,2,2,0,0,0,0,18,29,64.44,14.5,0,0
1999,"Gough, D",England,5,2,0,0,0,0,19,29,49.15,14.5,1,0
1999,"Campbell, S L",West Indies,5,4,0,0,0,0,36,55,42.31,13.75,2,0
1999,Shahriar Hossain,Bangladesh,3,3,0,0,0,1,39,41,60.29,13.67,1,0
1999,Saqlain Mushtaq,Pakistan,10,7,4,0,0,2,21,40,47.62,13.33,3,0
1999,Shahid Afridi,Pakistan,8,7,0,0,0,0,37,93,89.42,13.29,3,0
1999,"Olonga, H K",Zimbabwe,7,5,4,0,0,0,5,13,26.53,13.0,1,0
1999,Akram Khan,Bangladesh,5,5,0,0,0,2,42,62,44.6,12.4,0,0
1999,"Cronje, W J",South Africa,9,8,0,0,0,2,39,98,77.17,12.25,4,0
1999,"Fleming, D W",Australia,10,3,2,0,0,1,8,12,75.0,12.0,3,0
1999,"Croft, R D B",England,2,1,0,0,0,0,12,12,48.0,12.0,0,0
1999,"Stanger, I M",Scotland,4,4,0,0,0,0,27,47,32.64,11.75,2,0
1999,"Salmond, G",Scotland,5,5,0,0,0,0,31,57,52.29,11.4,1,0
1999,"Strang, P A",Zimbabwe,6,5,0,0,0,1,29,57,65.52,11.4,1,0
1999,"Warne, S K",Australia,10,4,1,0,0,0,18,34,77.27,11.33,1,0
1999,Waqar Younis,Pakistan,1,1,0,0,0,0,11,11,55.0,11.0,0,0
1999,"Brinkley, J E",Scotland,5,5,0,0,0,1,23,52,44.07,10.4,1,0
1999,Khaled Mashud,Bangladesh,5,5,1,0,0,1,17,40,43.01,10.0,2,2
1999,"Kumble, A",India,7,3,2,0,0,0,6,10,66.67,10.0,5,0
1999,Khaled Mahmud,Bangladesh,5,5,0,0,0,1,27,49,62.03,9.8,0,0
1999,"Wickramasinghe, G P",Sri Lanka,5,4,2,0,0,0,11,19,46.34,9.5,2,0
1999,"Julian, B P",Australia,2,1,0,0,0,0,9,9,150.0,9.0,0,0
1999,Aminul Islam,Bangladesh,5,5,0,0,0,1,15,45,36.89,9.0,2,0
1999,"Astle, N J",New Zealand,9,9,0,0,0,1,26,79,56.43,8.78,6,0
1999,"Williams, S C",West Indies,4,3,1,0,0,1,14,17,48.57,8.5,5,0
1999,"Srinath, J",India,8,5,2,0,0,1,18,25,108.7,8.33,0,0
1999,"Elworthy, S",South Africa,8,3,0,0,0,0,23,25,53.19,8.33,0,0
1999,"Upashantha, K E A",Sri Lanka,3,2,0,0,0,0,11,16,38.1,8.0,0,0
1999,Faruk Ahmed,Bangladesh,2,2,0,0,0,0,9,16,40.0,8.0,1,0
1999,"Muralitharan, M",Sri Lanka,5,3,1,0,0,0,12,16,145.45,8.0,2,0
1999,Hasibul Hussain,Bangladesh,4,3,0,0,0,0,16,23,46.94,7.67,2,0
1999,"Flintoff, A",England,5,2,0,0,0,1,15,15,50.0,7.5,0,0
1999,"Sheikh, M",Kenya,2,2,0,0,0,0,8,15,46.88,7.5,1,0
1999,"Suji, A O",Kenya,2,2,1,0,0,0,4,7,77.78,7.0,1,0
1999,"Suji, M A",Kenya,5,3,2,0,0,1,6,7,41.18,7.0,1,0
1999,"Philip, I L",Scotland,3,3,0,0,0,1,17,20,22.47,6.67,4,0
1999,"Modi, H S",Kenya,3,2,0,0,0,0,7,12,40.0,6.0,1,0
1999,"Hollioake, A J",England,3,1,0,0,0,0,6,6,46.15,6.0,0,0
1999,"Angara, J O",Kenya,3,1,0,0,0,0,6,6,120.0,6.0,0,0
1999,"Arthurton, K L T",West Indies,1,1,0,0,0,0,6,6,42.86,6.0,0,0
1999,"Walsh, C A",West Indies,5,2,1,0,0,0,6,6,50.0,6.0,0,0
1999,Asim Butt,Scotland,5,4,0,0,0,0,11,23,82.14,5.75,0,0
1999,"Williamson, J G",Scotland,2,2,0,0,0,0,10,11,31.43,5.5,0,0
1999,"Viljoen, D P",Zimbabwe,1,1,0,0,0,0,5,5,38.46,5.0,0,0
1999,"Donald, A A",South Africa,9,3,1,0,0,1,7,10,29.41,5.0,2,0
1999,Saleem Malik,Pakistan,4,4,0,0,0,1,8,19,39.58,4.75,1,0
1999,"Chandana, U D U",Sri Lanka,2,2,0,0,0,1,9,9,39.13,4.5,0,0
1999,"Simmons, P V",West Indies,5,3,0,0,0,0,7,13,33.33,4.33,2,0
1999,"Powell, R L",West Indies,1,1,0,0,0,0,4,4,22.22,4.0,0,0
1999,"Smith, M J",Scotland,5,5,0,0,0,0,13,19,22.35,3.8,0,0
1999,"Blain, J A R",Scotland,5,5,1,0,0,2,9,15,30.0,3.75,1,0
1999,"Allingham, M J D",Scotland,3,3,0,0,0,0,6,11,11.46,3.67,1,0
1999,"Patterson, B M W",Scotland,3,3,0,0,0,2,10,10,23.26,3.33,0,0
1999,"Chudasama, D N",Kenya,1,1,0,0,0,0,3,3,12.5,3.0,1,0
1999,Mohammad Rafique,Bangladesh,2,2,0,0,0,1,6,6,30.0,3.0,0,0
1999,"Dyer, N R",Scotland,5,4,3,0,0,1,2,3,21.43,3.0,2,0
1999,"Whittall, A R",Zimbabwe,4,1,0,0,0,0,3,3,50.0,3.0,4,0
1999,"Dillon, M V",West Indies,4,2,0,0,0,1,6,6,18.75,3.0,0,0
1999,"Ealham, M A",England,5,2,0,0,0,1,5,5,25.0,2.5,1,0
1999,"Prasad, B K V",India,7,3,1,0,0,1,2,4,30.77,2.0,1,0
1999,"Lee, S",Australia,2,1,0,0,0,0,2,2,25.0,2.0,0,0
1999,Neeyamur Rashid,Bangladesh,1,1,0,0,0,0,1,1,50.0,1.0,0,0
1999,"Mullally, A D",England,5,2,1,0,0,1,1,1,12.5,1.0,0,0
1999,"Agarkar, A B",India,3,1,0,0,0,0,1,1,20.0,1.0,1,0
1999,"King, R D",West Indies,4,1,0,0,0,0,1,1,3.33,1.0,0,0
1999,"Ambrose, C E L",West Indies,4,2,0,0,0,0,1,2,12.5,1.0,0,0
1999,"Reiffel, P R",Australia,6,2,0,0,0,1,1,1,20.0,0.5,1,0
1999,"Gupta, S K",Kenya,2,2,0,0,0,1,1,1,12.5,0.5,0,0
1999,"Mbangwa, M",Zimbabwe,3,1,0,0,0,1,0,0,0.0,0.0,0,0
1999,"Mohanty, D S",India,6,1,0,0,0,1,0,0,0.0,0.0,1,0
1999,"Huckle, A G",Zimbabwe,3,2,0,0,0,2,0,0,0.0,0.0,1,0
1999,"Tillakaratne, H P",Sri Lanka,1,1,0,0,0,1,0,0,0.0,0.0,0,0
1999,"Hart, M N",New Zealand,1,1,0,0,0,1,0,0,0.0,0.0,0,0
1999,"McGrath, G D",Australia,10,2,1,0,0,1,0,0,0.0,0.0,0,0
1999,Shoaib Akhtar,Pakistan,10,4,4,0,0,0,2,4,26.67,0.0,1,0
1999,"Dale, A C",Australia,2,1,1,0,0,0,3,3,60.0,0.0,2,0
1999,"Allott, G I",New Zealand,9,1,1,0,0,0,0,0,0.0,0.0,1,0
1999,"Kamande, J K",Kenya,2,0,0,0,0,0,0,0,0.0,0.0,0,0
1999,"Bryan, H R",West Indies,2,0,0,0,0,0,0,0,0.0,0.0,1,0
1999,"Bulfin, C E",New Zealand,1,0,0,0,0,0,0,0,0.0,0.0,0,0
1999,"Austin, I D",England,2,0,0,0,0,0,0,0,0.0,0.0,0,0
1999,"Boje, N",South Africa,2,0,0,0,0,0,0,0,0.0,0.0,2,0
1999,"Chopra, N",India,1,0,0,0,0,0,0,0,0.0,0.0,0,0
1999,Shafiuddin Ahmed,Bangladesh,1,1,1,0,0,0,2,2,66.67,0.0,0,0
1999,Manjural Islam,Bangladesh,4,3,3,0,0,0,6,8,53.33,0.0,2,0
2003,"Bichel, A J",Australia,8,3,2,1,0,0,64,117,83.57,117.0,2,0
2003,"Sarwan, R R",West Indies,5,5,3,1,0,0,75,209,95.87,104.5,1,0
2003,"Gibbs, H H",South Africa,6,6,2,2,1,0,143,384,100.79,96.0,1,0
2003,"Klusener, L",South Africa,5,3,2,1,0,0,57,91,118.18,91.0,1,0
2003,Shoaib Akhtar,Pakistan,6,4,3,0,0,0,43,72,141.18,72.0,1,0
2003,"Martyn, D R",Australia,10,8,3,4,0,2,88,323,81.77,64.6,5,0
2003,"Dravid, R",India,11,10,5,2,0,0,62,318,64.11,63.6,15,1
2003,"Kirsten, G",South Africa,6,6,3,3,0,1,69,186,85.71,62.0,2,0
2003,"Tendulkar, S R",India,11,11,0,6,1,0,152,673,89.26,61.18,4,0
2003,"Ganguly, S C",India,11,11,3,0,3,1,112,465,82.3,58.13,1,0
2003,"Atapattu, M S",Sri Lanka,10,10,3,1,2,1,124,382,84.51,54.57,2,0
2003,Saeed Anwar,Pakistan,5,5,1,0,1,0,101,218,71.95,54.5,0,0
2003,"Boje, N",South Africa,3,2,1,0,0,0,29,54,87.1,54.0,0,0
2003,"Styris, S B",New Zealand,8,7,2,1,1,0,141,268,101.9,53.6,5,0
2003,"Ponting, R T",Australia,11,10,2,1,2,0,140,415,87.92,51.88,11,0
2003,"van Noortwijk, K J",Netherlands,4,4,1,0,1,1,134,154,96.25,51.33,0,0
2003,"Bevan, M G",Australia,9,5,2,2,0,1,74,148,56.06,49.33,1,0
2003,"Wishart, C B",Zimbabwe,8,7,1,0,1,0,172,293,85.42,48.83,1,0
2003,"Flower, A",Zimbabwe,8,7,0,3,0,0,71,332,72.33,47.43,1,0
2003,"Fleming, S P",New Zealand,8,8,1,0,1,0,134,321,85.83,45.86,4,0
2003,"Collingwood, P D",England,5,5,2,1,0,0,66,137,74.46,45.67,4,0
2003,"Lehmann, D S",Australia,10,8,3,2,0,0,56,224,82.35,44.8,2,0
2003,"Ervine, S M",Zimbabwe,3,2,1,0,0,0,31,43,130.3,43.0,0,0
2003,"Astle, N J",New Zealand,7,7,2,1,1,3,102,213,80.08,42.6,1,0
2003,"Odumbe, M O",Kenya,8,8,3,1,0,1,52,211,103.43,42.2,2,0
2003,"Boucher, M V",South Africa,6,4,1,0,0,0,49,125,83.89,41.67,11,0
2003,"Streak, H H",Zimbabwe,8,6,2,1,0,1,72,166,98.22,41.5,4,0
2003,"Lara, B C",West Indies,6,6,0,1,1,0,116,248,81.05,41.33,2,0
2003,"Gilchrist, A C",Australia,10,10,0,4,0,0,99,408,105.43,40.8,21,0
2003,"Smith, G C",South Africa,3,3,0,1,0,0,63,121,85.82,40.33,2,0
2003,"Jayasuriya, S T",Sri Lanka,10,10,2,2,1,0,120,321,76.43,40.13,5,0
2003,"Chanderpaul, S",West Indies,6,5,0,2,0,0,66,196,69.5,39.2,2,0
2003,"Harris, C Z",New Zealand,6,6,3,0,0,0,38,116,68.24,38.67,0,0
2003,"Blackwell, I D",England,2,2,1,0,0,0,22,38,126.67,38.0,0,0
2003,"Davison, J M",Canada,6,6,0,1,1,1,111,226,118.95,37.67,1,0
2003,"Cairns, C L",New Zealand,8,7,1,1,0,0,54,223,81.68,37.17,4,0
2003,"Dippenaar, H H",South Africa,6,3,0,1,0,0,80,108,68.35,36.0,3,0
2003,"Tillakaratne, H P",Sri Lanka,9,6,1,1,0,0,81,178,58.36,35.6,2,0
2003,"Flower, G W",Zimbabwe,7,6,1,1,0,0,78,177,78.67,35.4,3,0
2003,"Gayle, C H",West Indies,6,6,0,1,1,1,119,206,69.83,34.33,3,0
2003,Yuvraj Singh,India,11,10,3,2,0,1,58,240,85.41,34.29,1,0
2003,"Stewart, A J",England,5,4,0,1,0,1,60,136,66.67,34.0,6,1
2003,"de Silva, P A",Sri Lanka,10,8,0,2,0,1,92,267,89.3,33.38,6,0
2003,"Burger, A J",Namibia,6,6,0,1,0,0,85,199,100.51,33.17,0,0
2003,"Hayden, M L",Australia,11,11,1,1,0,0,88,328,80.0,32.8,0,0
2003,"Jacobs, R D",West Indies,6,4,2,1,0,1,50,65,70.65,32.5,7,1
2003,"Kloppenburg, J F",Netherlands,5,5,0,0,1,1,121,158,65.02,31.6,1,0
2003,"Flintoff, A",England,5,5,0,1,0,1,64,156,71.89,31.2,3,0
2003,"Odoyo, T M",Kenya,7,7,2,0,0,0,43,156,60.7,31.2,1,0
2003,Rashid Latif,Pakistan,6,5,1,0,0,1,36,122,114.02,30.5,7,1
2003,Taufeeq Umar,Pakistan,3,3,0,0,0,0,48,91,62.33,30.33,1,0
